,game_id,player_id,position ,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date,winning_team,winning_score,losing_score
3999,201911240nor,ArmaAl00,FB,Alex Armah,CAR,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,CAR,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,13,18,CAR,NOR,31,34,False,dome,astroturf,72,45,0,-10.0,NOR,46.0,11/24/2019,NOR,34,31
4006,201911240nor,SmitTr03,WR,Tre'Quan Smith,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,13,1,13,0,0,0,0,0,0,NOR,CAR,0,0,0,0,0,0,8.3,8.3,7.8,7.8,7.8,7.8,0,0,0,0,0,0,0,39.0,0,0,46,72,CAR,NOR,31,34,False,dome,astroturf,72,45,0,-10.0,NOR,46.0,11/24/2019,NOR,34,31
4027,201911240nwe,SchuDa00,TE,Dalton Schultz,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,NWE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,7,11,DAL,NWE,9,13,False,outdoors,grass,38,90,16,-5.5,NWE,44.0,11/24/2019,NWE,13,9
4028,201911240nwe,SlatMa00,WR,Matthew Slater,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NWE,DAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,DAL,NWE,9,13,False,outdoors,grass,38,90,16,-5.5,NWE,44.0,11/24/2019,NWE,13,9
4046,201911240nyj,GrifRy00,TE,Ryan Griffin,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,13,1,12,0,0,0,0,0,0,NYJ,LVR,0,0,0,0,0,0,10.3,10.3,8.8,8.8,8.8,8.8,0,0,0,0,0,0,0,-5.1,18,0,55,87,LVR,NYJ,3,34,False,outdoors,fieldturf ,43,93,12,-3.5,LVR,45.0,11/24/2019,NYJ,34,3
4055,201911240nyj,MoreFo00,TE,Foster Moreau,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,LVR,NYJ,0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0.0,3,0,19,33,LVR,NYJ,3,34,False,outdoors,fieldturf ,43,93,12,-3.5,LVR,45.0,11/24/2019,NYJ,34,3
4068,201911240oti,ArmsRy00,RB,Ryquell Armstead,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,JAX,TEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2.0,0,0,4,5,JAX,TEN,20,42,False,outdoors,grass,52,54,9,-4.5,TEN,42.0,11/24/2019,TEN,42,20
4078,201911240oti,RaymKa00,WR,Kalif Raymond,TEN,0,0,0,0,0,0,0,0,0.0,1,-5,0,-5,1,1,14,0,14,0,0,1,1,0,1,TEN,JAX,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,0,0,0,0,-5,0,0,12.0,2,0,10,19,JAX,TEN,20,42,False,outdoors,grass,52,54,9,-4.5,TEN,42.0,11/24/2019,TEN,42,20
4098,201911240phi,HollJa03,TE,Jacob Hollister,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,22,0,21,0,0,0,0,0,0,SEA,PHI,0,0,0,0,0,0,4.2,4.2,3.2,3.2,3.2,3.2,0,0,0,0,0,0,0,30.0,19,0,42,69,SEA,PHI,17,9,False,outdoors,grass,40,78,17,-1.0,SEA,45.5,11/24/2019,SEA,17,9
4099,201911240phi,WentCa00,QB,Carson Wentz,PHI,33,45,256,1,2,3,18,30,75.8,5,27,0,11,0,0,0,0,0,2,3,2,53,51,2,PHI,SEA,0,0,0,0,0,0,12.94,12.94,8.94,8.94,10.94,10.94,280,8,15,6,20,7,0,0.0,0,0,74,100,SEA,PHI,17,9,False,outdoors,grass,40,78,17,-1.0,SEA,45.5,11/24/2019,SEA,17,9
4113,201911240sfo,LewiMa00,TE,Marcedes Lewis,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,SFO,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,27,34,GNB,SFO,8,37,False,outdoors,grass,63,40,7,-3.0,SFO,48.0,11/24/2019,SFO,37,8
4125,201911240sfo,SamuDe00,WR,Deebo Samuel,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,50,1,42,0,0,0,0,0,0,SFO,GNB,0,0,0,0,0,0,13.0,13.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,18.0,32,0,35,73,GNB,SFO,8,37,False,outdoors,grass,63,40,7,-3.0,SFO,48.0,11/24/2019,SFO,37,8
4148,201911240was,KeenCa00,QB,Case Keenum,WAS,0,0,0,0,0,0,0,0,0.0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,0,1,WAS,DET,0,0,0,0,0,0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0,0,0,0,-1,0,0,0.0,0,0,1,2,DET,WAS,16,19,False,outdoors,grass,46,56,17,-4.0,DET,39.0,11/24/2019,WAS,19,16
4150,201911240was,ScarBo01,RB,Bo Scarbrough,DET,0,0,0,0,0,0,0,0,0.0,18,98,0,30,1,0,0,0,0,1,0,18,18,0,18,DET,WAS,0,0,0,0,0,0,8.8,8.8,7.8,7.8,7.8,7.8,0,0,0,0,67,31,1,-3.0,0,0,37,50,DET,WAS,16,19,False,outdoors,grass,46,56,17,-4.0,DET,39.0,11/24/2019,WAS,19,16
4170,201911250ram,GurlTo01,RB,Todd Gurley,LAR,0,0,0,0,0,0,0,0,0.0,6,22,0,15,3,3,-3,0,4,0,0,6,6,0,6,LAR,BAL,0,0,0,0,0,0,4.9,4.9,3.4,3.4,3.4,3.4,0,0,0,0,11,11,0,-18.0,15,0,50,96,BAL,LAR,45,6,False,outdoors,grass,62,64,5,-3.5,BAL,47.0,11/25/2019,BAL,45,6
4172,201911250ram,RicaPa00,FB,Patrick Ricard,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL,LAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,30,39,BAL,LAR,45,6,False,outdoors,grass,62,64,5,-3.5,BAL,47.0,11/25/2019,BAL,45,6
4194,201911280atl,VandJa00,TE,Jason Vander Laan,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,ATL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,5,10,NOR,ATL,26,18,False,retractable roof (closed),fieldturf,72,45,0,-7.0,NOR,48.0,11/28/2019,NOR,26,18
4195,201911280atl,MeieCa00,TE,Carson Meier,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,26,29,NOR,ATL,26,18,False,retractable roof (closed),fieldturf,72,45,0,-7.0,NOR,48.0,11/28/2019,NOR,26,18
4216,201911280dal,CobbRa00,WR,Randall Cobb,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,53,0,23,0,0,0,0,0,0,DAL,BUF,0,0,0,0,0,0,8.3,8.3,6.8,6.8,6.8,6.8,0,0,0,0,0,0,0,42.0,11,0,65,86,BUF,DAL,26,15,False,retractable roof (closed),fieldturf,72,45,0,-6.5,DAL,46.5,11/28/2019,BUF,26,15
4219,201911280dal,RobeAn00,WR,Andre Roberts,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,DAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,BUF,DAL,26,15,False,retractable roof (closed),fieldturf,72,45,0,-6.5,DAL,46.5,11/28/2019,BUF,26,15
4236,201911280det,RidlRi00,WR,Riley Ridley,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,DET,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,6,CHI,DET,24,20,False,dome,fieldturf,72,45,0,-5.5,CHI,37.5,11/28/2019,CHI,24,20
4242,201911280det,AmenDa00,WR,Danny Amendola,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,3,32,0,14,0,0,0,0,0,0,DET,CHI,0,0,0,0,0,0,6.2,6.2,4.7,4.7,4.7,4.7,0,0,0,0,0,0,0,66.4,1,0,55,74,CHI,DET,24,20,False,dome,fieldturf,72,45,0,-5.5,CHI,37.5,11/28/2019,CHI,24,20
4263,201912010car,SimsCa00,WR,Cam Sims,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,CAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,WAS,CAR,29,21,False,outdoors,grass,64,77,16,-10.5,CAR,38.5,12/1/2019,WAS,29,21
4265,201912010car,WhitDe01,WR,DeAndrew White,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,WAS,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,4,WAS,CAR,29,21,False,outdoors,grass,64,77,16,-10.5,CAR,38.5,12/1/2019,WAS,29,21
4282,201912010cin,WillTr06,RB,Trayveon Williams,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,NYJ,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,5,NYJ,CIN,6,22,False,outdoors,grass,46,77,15,-2.5,NYJ,43.0,12/1/2019,CIN,22,6
4289,201912010cin,SmitVy00,WR,Vyncint Smith,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,23,0,12,0,0,0,0,0,0,NYJ,CIN,0,0,0,0,0,0,4.3,4.3,3.3,3.3,3.3,3.3,0,0,0,0,0,0,0,21.9,11,0,19,26,NYJ,CIN,6,22,False,outdoors,grass,46,77,15,-2.5,NYJ,43.0,12/1/2019,CIN,22,6
4310,201912010clt,BlasKh00,FB,Khari Blasingame,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEN,IND,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,10,17,TEN,IND,31,17,False,retractable roof (closed),fieldturf,72,45,0,-1.0,TEN,41.5,12/1/2019,TEN,31,17
4313,201912010clt,RogeCh02,WR,Chester Rogers,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,TEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,TEN,IND,31,17,False,retractable roof (closed),fieldturf,72,45,0,-1.0,TEN,41.5,12/1/2019,TEN,31,17
4331,201912010crd,KuppCo00,WR,Cooper Kupp,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,6,65,1,27,0,0,0,0,0,0,LAR,ARI,0,0,0,0,0,0,18.5,18.5,15.5,15.5,15.5,15.5,0,0,0,0,0,0,0,51.0,14,0,57,72,LAR,ARI,34,7,False,retractable roof (closed),grass,72,45,0,-2.5,LAR,47.0,12/1/2019,LAR,34,7
4337,201912010crd,IsabAn00,WR,Andy Isabella,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ARI,LAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.0,0,0,20,32,LAR,ARI,34,7,False,retractable roof (closed),grass,72,45,0,-2.5,LAR,47.0,12/1/2019,LAR,34,7
4353,201912010den,RivePh00,QB,Philip Rivers,LAC,20,29,265,2,1,3,21,52,106.3,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,LAC,DEN,0,0,0,0,0,0,17.6,17.6,16.6,16.6,17.6,17.6,200,5,7,1,0,0,0,0.0,0,0,62,100,LAC,DEN,20,23,False,outdoors,grass,33,51,7,-4.5,LAC,39.0,12/1/2019,DEN,23,20
4359,201912010den,SuttCo00,WR,Courtland Sutton,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,4,74,2,33,0,0,0,0,0,0,DEN,LAC,0,0,0,0,0,0,23.4,23.4,21.4,21.4,21.4,21.4,0,0,0,0,0,0,0,93.0,2,0,55,98,LAC,DEN,20,23,False,outdoors,grass,33,51,7,-4.5,LAC,39.0,12/1/2019,DEN,23,20
4378,201912010htx,BoldBr00,RB,Brandon Bolden,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NWE,HOU,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,NWE,HOU,22,28,False,retractable roof (closed),grass,72,45,0,-3.5,NWE,47.0,12/1/2019,HOU,28,22
4381,201912010htx,WatsDe00,QB,Deshaun Watson,HOU,18,25,234,3,0,3,16,35,140.7,4,-1,0,2,1,1,6,1,6,0,1,3,32,29,3,HOU,NWE,0,0,0,0,0,0,28.86,28.86,28.36,28.36,28.36,28.36,195,3,17,3,-1,0,0,0.0,6,0,55,100,NWE,HOU,22,28,False,retractable roof (closed),grass,72,45,0,-3.5,NWE,47.0,12/1/2019,HOU,28,22
4404,201912010jax,WinsJa00,QB,Jameis Winston,TAM,21,33,268,0,0,4,27,32,89.0,6,20,0,16,0,0,0,0,0,1,1,5,43,38,5,TAM,JAX,0,0,0,0,0,0,11.72,11.72,10.72,10.72,10.72,10.72,337,8,18,3,13,7,0,0.0,0,0,75,99,TAM,JAX,28,11,False,outdoors,grass,72,45,0,-3.0,TAM,46.5,12/1/2019,TAM,28,11
4405,201912010jax,JoneCh10,TE,Charles Jones,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAX,TAM,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,6,9,TAM,JAX,28,11,False,outdoors,grass,72,45,0,-3.0,TAM,46.5,12/1/2019,TAM,28,11
4430,201912010kan,WallDa01,TE,Darren Waller,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,7,100,0,24,0,0,0,0,0,0,LVR,KAN,0,0,0,0,0,1,20.0,20.0,13.5,13.5,15.5,15.5,0,0,0,0,0,0,0,81.9,34,0,54,92,LVR,KAN,9,40,False,outdoors,grass,36,55,20,-11.5,KAN,49.5,12/1/2019,KAN,40,9
4432,201912010kan,HillTy00,WR,Tyreek Hill,KAN,0,0,0,0,0,0,0,0,0.0,1,-4,0,-4,8,5,55,0,17,0,0,1,1,0,1,KAN,LVR,0,0,0,0,0,0,10.1,10.1,7.6,7.6,7.6,7.6,0,0,0,0,-4,0,0,59.2,37,1,52,80,LVR,KAN,9,40,False,outdoors,grass,36,55,20,-11.5,KAN,49.5,12/1/2019,KAN,40,9
4455,201912010mia,CoxxCh01,FB,Chandler Cox,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,PHI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,11,15,PHI,MIA,31,37,False,outdoors,grass,72,45,0,-10.5,PHI,45.0,12/1/2019,MIA,37,31
4456,201912010mia,HollMa00,WR,Mack Hollins,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,MIA,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,6,9,PHI,MIA,31,37,False,outdoors,grass,72,45,0,-10.5,PHI,45.0,12/1/2019,MIA,37,31
4473,201912010nyg,BoylTi00,QB,Tim Boyle,GNB,0,0,0,0,0,0,0,0,0.0,2,-4,0,-1,0,0,0,0,0,0,0,2,2,0,2,GNB,NYG,0,0,0,0,0,0,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,0,0,0,0,-4,0,0,0.0,0,0,3,5,GNB,NYG,31,13,False,outdoors,fieldturf ,32,86,10,-6.5,GNB,43.5,12/1/2019,GNB,31,13
4481,201912010nyg,ScotDa02,WR,Da'Mari Scott,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,11,0,11,0,0,0,0,0,0,NYG,GNB,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,0,0,0,0,0,0,0,22.0,0,1,22,33,GNB,NYG,31,13,False,outdoors,fieldturf ,32,86,10,-6.5,GNB,43.5,12/1/2019,GNB,31,13
4504,201912010pit,SealRi00,TE,Ricky Seals-Jones,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,PIT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,14,21,CLE,PIT,13,20,False,outdoors,grass,46,91,6,-1.0,CLE,40.0,12/1/2019,PIT,20,13
4506,201912010pit,EdmuTr00,RB,Trey Edmunds,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,CLE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,5,CLE,PIT,13,20,False,outdoors,grass,46,91,6,-1.0,CLE,40.0,12/1/2019,PIT,20,13
4524,201912010rav,SamuDe00,WR,Deebo Samuel,SFO,0,0,0,0,0,0,0,0,0.0,1,20,0,20,4,2,41,1,33,0,0,1,1,0,1,SFO,BAL,0,0,0,0,0,0,14.1,14.1,13.1,13.1,13.1,13.1,0,0,0,0,14,6,0,47.2,13,1,55,96,SFO,BAL,17,20,False,outdoors,grass,40,91,13,-5.5,BAL,45.0,12/1/2019,BAL,20,17
4530,201912010rav,HursHa00,TE,Hayden Hurst,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,21,0,10,0,0,0,0,0,0,BAL,SFO,0,0,0,0,0,0,5.1,5.1,3.6,3.6,3.6,3.6,0,0,0,0,0,0,0,25.2,9,0,23,35,SFO,BAL,17,20,False,outdoors,grass,40,91,13,-5.5,BAL,45.0,12/1/2019,BAL,20,17
4546,201912020sea,JohnOl00,WR,Olabisi Johnson,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,MIN,SEA,0,0,0,0,0,0,1.1,1.1,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,5.1,3,0,30,56,MIN,SEA,30,37,False,outdoors,fieldturf,51,65,1,-2.5,SEA,48.0,12/2/2019,SEA,37,30
4555,201912020sea,BrowJa03,WR,Jaron Brown,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,6,0,6,0,0,0,0,0,0,SEA,MIN,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,0,0,0,6.0,0,0,8,11,MIN,SEA,30,37,False,outdoors,fieldturf,51,65,1,-2.5,SEA,48.0,12/2/2019,SEA,37,30
4578,201912050chi,NallRy00,RB,Ryan Nall,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,DAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,DAL,CHI,24,31,False,outdoors,grass,44,66,9,-3.0,DAL,43.0,12/5/2019,CHI,31,24
4579,201912050chi,BryaVe00,WR,Ventell Bryant,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,CHI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,DAL,CHI,24,31,False,outdoors,grass,44,66,9,-3.0,DAL,43.0,12/5/2019,CHI,31,24
4601,201912080atl,WhitDe01,WR,DeAndrew White,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,ATL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,6,CAR,ATL,20,40,False,retractable roof (closed),fieldturf,72,45,0,-3.5,ATL,48.0,12/8/2019,ATL,40,20
4605,201912080atl,BlakCh00,WR,Christian Blake,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,12,17,CAR,ATL,20,40,False,retractable roof (closed),fieldturf,72,45,0,-3.5,ATL,48.0,12/8/2019,ATL,40,20
4623,201912080buf,KrofTy00,TE,Tyler Kroft,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BUF,BAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,17.0,0,0,19,26,BAL,BUF,24,17,False,outdoors,astroturf,43,48,18,-6.5,BAL,44.0,12/8/2019,BAL,24,17
4629,201912080buf,HillJu00,RB,Justice Hill,BAL,0,0,0,0,0,0,0,0,0.0,3,8,0,9,0,0,0,0,0,0,0,3,3,0,3,BAL,BUF,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,2,6,0,0.0,0,0,6,10,BAL,BUF,24,17,False,outdoors,astroturf,43,48,18,-6.5,BAL,44.0,12/8/2019,BAL,24,17
4646,201912080cle,RossJo00,WR,John Ross,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,28,0,24,0,0,0,0,0,0,CIN,CLE,0,0,0,0,0,0,4.8,4.8,3.8,3.8,3.8,3.8,0,0,0,0,0,0,0,15.9,19,1,36,49,CIN,CLE,19,27,False,outdoors,grass,48,58,16,-6.5,CLE,43.0,12/8/2019,CLE,27,19
4653,201912080cle,CarlSt00,TE,Stephen Carlson,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CLE,CIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,39,72,CIN,CLE,19,27,False,outdoors,grass,48,58,16,-6.5,CLE,43.0,12/8/2019,CLE,27,19
4677,201912080crd,HoltJo00,WR,Johnny Holton,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,ARI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,17,29,PIT,ARI,23,17,False,retractable roof (closed),grass,72,45,0,-2.5,PIT,43.5,12/8/2019,PIT,23,17
4678,201912080crd,DaniDa02,TE,Darrell Daniels,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,PIT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,PIT,ARI,23,17,False,retractable roof (closed),grass,72,45,0,-2.5,PIT,43.5,12/8/2019,PIT,23,17
4703,201912080gnb,HarmKe00,WR,Kelvin Harmon,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,30,0,30,0,0,0,0,0,0,WAS,GNB,0,0,0,0,0,0,4.0,4.0,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,88.0,14,0,53,84,WAS,GNB,15,20,False,outdoors,grass,37,75,10,-13.0,GNB,42.5,12/8/2019,GNB,20,15
4704,201912080gnb,RodgAa00,QB,Aaron Rodgers,GNB,18,28,195,1,0,4,28,25,96.6,5,16,0,13,0,0,0,0,0,1,2,3,37,34,3,GNB,WAS,0,0,0,0,0,0,12.4,12.4,11.4,11.4,11.4,11.4,219,5,11,4,16,0,0,0.0,0,0,60,100,WAS,GNB,15,20,False,outdoors,grass,37,75,10,-13.0,GNB,42.5,12/8/2019,GNB,20,15
4718,201912080htx,BeckAn01,TE,Andrew Beck,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,29,0,29,0,0,0,0,0,0,DEN,HOU,0,0,0,0,0,0,3.9,3.9,3.4,3.4,3.4,3.4,0,0,0,0,0,0,0,12.0,17,0,20,34,DEN,HOU,38,24,False,retractable roof (closed),grass,72,45,0,-8.0,HOU,42.5,12/8/2019,DEN,38,24
4725,201912080htx,FellDa01,TE,Darren Fells,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,2,0,2,0,0,0,0,0,0,HOU,DEN,0,0,0,0,0,0,2.2,2.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,6.0,0,1,42,55,DEN,HOU,38,24,False,retractable roof (closed),grass,72,45,0,-8.0,HOU,42.5,12/8/2019,DEN,38,24
4743,201912080jax,GuytJa01,WR,Jalen Guyton,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,LAC,JAX,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,75.0,0,0,9,15,LAC,JAX,45,10,False,outdoors,grass,72,45,0,-3.5,LAC,42.0,12/8/2019,LAC,45,10
4751,201912080jax,ConlCh00,WR,Chris Conley,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,7,0,7,0,0,0,0,0,0,JAX,LAC,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,48.0,0,0,57,86,LAC,JAX,45,10,False,outdoors,grass,72,45,0,-3.5,LAC,42.0,12/8/2019,LAC,45,10
