,game_id,player_id,position ,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date,winning_team,winning_score,losing_score
8503,202010180sfo,JeffVa00,WR,Van Jefferson,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,8,0,8,0,0,0,0,0,0,LAR,SFO,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,0,0,0,0,0,0,0,3.0,5,0,3,5,LAR,SFO,16,24,False,outdoors,grass,86,22,10,-2.5,LAR,51.0,10/18/2020,SFO,24,16
8505,202010180sfo,SamuDe00,WR,Deebo Samuel,SFO,0,0,0,0,0,0,0,0,0.0,1,-6,0,-6,6,6,66,1,35,0,0,1,1,0,1,SFO,LAR,0,0,0,0,0,0,18.0,18.0,15.0,15.0,15.0,15.0,0,0,0,0,-6,0,0,-31.8,98,0,60,82,LAR,SFO,16,24,False,outdoors,grass,86,22,10,-2.5,LAR,51.0,10/18/2020,SFO,24,16
8531,202010180tam,LoveJo02,TE,John Lovett,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,TAM,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,5,8,GNB,TAM,10,38,False,outdoors,grass,88,48,12,-3.0,GNB,55.0,10/18/2020,TAM,38,10
8534,202010180tam,MickJa01,WR,Jaydon Mickens,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAM,GNB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,5,GNB,TAM,10,38,False,outdoors,grass,88,48,12,-3.0,GNB,55.0,10/18/2020,TAM,38,10
8558,202010190buf,BeasCo00,WR,Cole Beasley,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4,45,1,22,0,0,0,0,0,0,BUF,KAN,0,0,0,0,0,0,14.5,14.5,12.5,12.5,12.5,12.5,0,0,0,0,0,0,0,63.7,10,0,34,64,KAN,BUF,26,17,False,outdoors,astroturf,51,92,6,-5.5,KAN,55.0,10/19/2020,KAN,26,17
8559,202010190buf,YeldDe00,TE,Deon Yelder,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAN,BUF,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,7,10,KAN,BUF,26,17,False,outdoors,astroturf,51,92,6,-5.5,KAN,55.0,10/19/2020,KAN,26,17
8580,202010190dal,McKeSe01,TE,Sean McKeon,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,ARI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,6,7,ARI,DAL,38,10,False,retractable roof (closed),fieldturf,72,45,0,-1.0,DAL,55.5,10/19/2020,ARI,38,10
8582,202010190dal,BaylEv00,TE,Evan Baylis,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,DAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,6,10,ARI,DAL,38,10,False,retractable roof (closed),fieldturf,72,45,0,-1.0,DAL,55.5,10/19/2020,ARI,38,10
8606,202010220phi,WardGr02,WR,Greg Ward,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,5,42,1,14,0,0,0,0,0,0,PHI,NYG,0,0,0,0,0,0,15.2,15.2,12.7,12.7,12.7,12.7,0,0,0,0,0,0,0,43.2,8,0,77,95,NYG,PHI,21,22,False,outdoors,grass,70,75,4,-5.0,PHI,44.5,10/22/2020,PHI,22,21
8608,202010220phi,MackAu01,WR,Austin Mack,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,PHI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,12,20,NYG,PHI,21,22,False,outdoors,grass,70,75,4,-5.0,PHI,44.5,10/22/2020,PHI,22,21
8632,202010250atl,JohnKe06,RB,Kerryon Johnson,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,ATL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,14,23,DET,ATL,23,22,False,retractable roof (closed),fieldturf,72,45,0,-1.0,ATL,54.0,10/25/2020,DET,23,22
8634,202010250atl,GrahJa01,TE,Jaeden Graham,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,DET,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,8,11,DET,ATL,23,22,False,retractable roof (closed),fieldturf,72,45,0,-1.0,ATL,54.0,10/25/2020,DET,23,22
8654,202010250cin,SampDr00,TE,Drew Sample,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,5,52,0,16,0,0,0,0,0,0,CIN,CLE,0,0,0,0,0,0,10.2,10.2,7.7,7.7,7.7,7.7,0,0,0,0,0,0,0,22.2,46,0,73,97,CLE,CIN,37,34,False,outdoors,grass,48,77,8,-4.5,CLE,50.0,10/25/2020,CLE,37,34
8655,202010250cin,CarlSt00,TE,Stephen Carlson,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,CIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,9,17,CLE,CIN,37,34,False,outdoors,grass,48,77,8,-4.5,CLE,50.0,10/25/2020,CLE,37,34
8669,202010250crd,DaniDa02,TE,Darrell Daniels,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ARI,SEA,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,15.0,0,1,42,50,SEA,ARI,34,37,True,retractable roof (closed),grass,72,45,0,-3.5,SEA,55.5,10/25/2020,ARI,37,34
8679,202010250crd,MoorDa03,WR,David Moore,SEA,0,0,0,0,0,0,0,0,0.0,1,4,0,4,3,3,54,0,18,0,0,1,1,0,1,SEA,ARI,0,0,0,0,0,0,8.8,8.8,7.3,7.3,7.3,7.3,0,0,0,0,2,2,0,32.1,22,0,29,35,SEA,ARI,34,37,True,retractable roof (closed),grass,72,45,0,-3.5,SEA,55.5,10/25/2020,ARI,37,34
8701,202010250den,RobiDe01,WR,Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,KAN,DEN,0,0,0,0,0,0,1.4,1.4,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,4.0,0,0,34,67,KAN,DEN,43,16,False,outdoors,grass,14,78,11,-7.0,KAN,46.0,10/25/2020,KAN,43,16
8706,202010250den,HamlKJ00,WR,KJ Hamler,DEN,0,0,0,0,0,0,0,0,0.0,1,10,0,10,3,2,24,0,21,0,0,1,1,0,1,DEN,KAN,0,0,0,0,0,0,5.4,5.4,4.4,4.4,4.4,4.4,0,0,0,0,8,2,0,21.0,17,1,30,39,KAN,DEN,43,16,False,outdoors,grass,14,78,11,-7.0,KAN,46.0,10/25/2020,KAN,43,16
8726,202010250htx,St.BEq00,WR,Equanimeous St. Brown,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,HOU,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,5,GNB,HOU,35,20,False,retractable roof (closed),grass,72,45,0,-2.5,GNB,55.5,10/25/2020,GNB,35,20
8728,202010250htx,BrowPh01,TE,Pharaoh Brown,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,GNB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,19,28,GNB,HOU,35,20,False,retractable roof (closed),grass,72,45,0,-2.5,GNB,55.5,10/25/2020,GNB,35,20
8746,202010250nor,ZylsBr00,WR,Brandon Zylstra,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,CAR,NOR,0,0,0,0,0,0,1.4,1.4,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,-1.0,5,0,5,11,CAR,NOR,24,27,False,dome,astroturf,72,45,0,-7.0,NOR,49.5,10/25/2020,NOR,27,24
8755,202010250nor,TrauAd00,TE,Adam Trautman,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOR,CAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10.0,0,0,28,40,CAR,NOR,24,27,False,dome,astroturf,72,45,0,-7.0,NOR,49.5,10/25/2020,NOR,27,24
8778,202010250nwe,JohnJa12,FB,Jakob Johnson,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,NWE,SFO,0,0,0,0,0,0,1.1,1.1,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,-2.0,3,0,21,40,SFO,NWE,33,6,False,outdoors,grass,49,60,7,-3.0,NWE,44.5,10/25/2020,SFO,33,6
8781,202010250nwe,AiyuBr00,WR,Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,6,115,0,35,0,0,0,0,0,0,SFO,NWE,0,0,0,0,0,1,20.5,20.5,14.5,14.5,16.5,16.5,0,0,0,0,0,0,0,105.0,53,0,50,76,SFO,NWE,33,6,False,outdoors,grass,49,60,7,-3.0,NWE,44.5,10/25/2020,SFO,33,6
8795,202010250nyj,MossZa00,RB,Zack Moss,BUF,0,0,0,0,0,0,0,0,0.0,7,47,0,26,3,3,25,0,17,0,0,7,7,0,7,BUF,NYJ,0,0,0,0,0,0,10.2,10.2,8.7,8.7,8.7,8.7,0,0,0,0,30,17,0,3.9,21,0,35,47,BUF,NYJ,18,10,False,outdoors,fieldturf ,52,52,8,-9.5,BUF,47.0,10/25/2020,BUF,18,10
8802,202010250nyj,PerrBr02,WR,Breshad Perriman,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,27,0,19,0,0,0,0,0,0,NYJ,BUF,0,0,0,0,0,0,4.7,4.7,3.7,3.7,3.7,3.7,0,0,0,0,0,0,0,17.0,10,0,54,95,BUF,NYJ,18,10,False,outdoors,fieldturf ,52,52,8,-9.5,BUF,47.0,10/25/2020,BUF,18,10
8827,202010250oti,EbroEr00,TE,Eric Ebron,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,6,50,0,22,0,0,0,0,0,0,PIT,TEN,0,0,0,0,0,0,11.0,11.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,0,64.0,15,0,66,84,PIT,TEN,27,24,False,outdoors,grass,55,88,3,-1.0,TEN,51.0,10/25/2020,PIT,27,24
8829,202010250oti,SmitJo01,TE,Jonnu Smith,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,9,0,9,0,0,0,0,0,0,TEN,PIT,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,17.2,4,0,40,70,PIT,TEN,27,24,False,outdoors,grass,55,88,3,-1.0,TEN,51.0,10/25/2020,PIT,27,24
8853,202010250rai,MickJa01,WR,Jaydon Mickens,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAM,LVR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,4,TAM,LVR,45,20,False,dome,grass,72,45,0,-3.5,TAM,51.5,10/25/2020,TAM,45,20
8855,202010250rai,JoneZa00,WR,Zay Jones,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,TAM,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,10,15,TAM,LVR,45,20,False,dome,grass,72,45,0,-3.5,TAM,51.5,10/25/2020,TAM,45,20
8872,202010250sdg,SaubEr00,TE,Eric Saubert,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAX,LAC,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,JAX,LAC,29,39,False,dome,matrixturf,72,45,0,-8.0,LAC,48.0,10/25/2020,LAC,39,29
8882,202010250sdg,NabeGa00,FB,Gabe Nabers,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LAC,JAX,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2.0,0,1,14,17,JAX,LAC,29,39,False,dome,matrixturf,72,45,0,-8.0,LAC,48.0,10/25/2020,LAC,39,29
8895,202010250was,McKeSe01,TE,Sean McKeon,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,WAS,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,4,DAL,WAS,3,25,False,outdoors,grass,46,90,5,-1.0,DAL,44.5,10/25/2020,WAS,25,3
8906,202010250was,HemiTe00,TE,Temarrick Hemingway,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,WAS,DAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.0,0,0,26,38,DAL,WAS,3,25,False,outdoors,grass,46,90,5,-1.0,DAL,44.5,10/25/2020,WAS,25,3
8929,202010260ram,JeffVa00,WR,Van Jefferson,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,14,0,14,0,0,0,0,0,0,LAR,CHI,0,0,0,0,0,0,2.4,2.4,1.9,1.9,1.9,1.9,0,0,0,0,0,0,0,14.0,0,0,3,4,CHI,LAR,10,24,False,dome,matrixturf,72,45,0,-6.5,LAR,44.0,10/26/2020,LAR,24,10
8930,202010260ram,GrahJi00,TE,Jimmy Graham,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,5,31,0,14,0,0,0,0,0,0,CHI,LAR,0,0,0,0,0,0,8.1,8.1,5.6,5.6,5.6,5.6,0,0,0,0,0,0,0,24.0,24,0,48,76,CHI,LAR,10,24,False,dome,matrixturf,72,45,0,-6.5,LAR,44.0,10/26/2020,LAR,24,10
8954,202010290car,MoorD.00,WR,D.J. Moore,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,2,55,0,42,0,0,0,0,0,0,CAR,ATL,0,0,0,0,0,0,7.5,7.5,6.5,6.5,6.5,6.5,0,0,0,0,0,0,0,88.8,10,1,48,89,ATL,CAR,25,17,False,outdoors,grass,76,76,8,-1.5,CAR,52.0,10/29/2020,ATL,25,17
8957,202010290car,PoweBr00,WR,Brandon Powell,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,ATL,CAR,25,17,False,outdoors,grass,76,76,8,-1.5,CAR,52.0,10/29/2020,ATL,25,17
8970,202011010buf,ZubeIs00,WR,Isaiah Zuber,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,13,0,13,0,0,0,0,0,0,NWE,BUF,0,0,0,0,0,0,2.3,2.3,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0,-4.0,17,0,6,9,NWE,BUF,21,24,False,outdoors,astroturf,41,87,17,-4.0,BUF,41.0,11/1/2020,BUF,24,21
8978,202011010buf,DaviGa01,WR,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BUF,NWE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,59.0,0,1,35,60,NWE,BUF,21,24,False,outdoors,astroturf,41,87,17,-4.0,BUF,41.0,11/1/2020,BUF,24,21
9002,202011010chi,HillJo02,TE,Josh Hill,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,7,0,7,0,0,0,0,0,0,NOR,CHI,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,-3.0,10,0,22,30,NOR,CHI,26,23,True,outdoors,grass,40,41,20,-5.5,NOR,41.0,11/1/2020,NOR,26,23
9004,202011010chi,HoltJ.01,TE,J.P. Holtz,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,5,7,NOR,CHI,26,23,True,outdoors,grass,40,41,20,-5.5,NOR,41.0,11/1/2020,NOR,26,23
9025,202011010cin,SampDr00,TE,Drew Sample,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CIN,TEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,0,0,62,85,TEN,CIN,20,31,False,outdoors,grass,48,52,24,-7.5,TEN,49.5,11/1/2020,CIN,31,20
9029,202011010cin,WestNi00,WR,Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEN,CIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,TEN,CIN,20,31,False,outdoors,grass,48,52,24,-7.5,TEN,49.5,11/1/2020,CIN,31,20
9049,202011010cle,AghoNe00,WR,Nelson Agholor,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,LVR,CLE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,11.0,0,0,56,78,LVR,CLE,16,6,False,outdoors,grass,49,56,35,-1.0,CLE,48.0,11/1/2020,LVR,16,6
9054,202011010cle,BryaHa00,TE,Harrison Bryant,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,25,0,10,1,0,0,0,0,0,CLE,LVR,0,0,0,0,0,0,4.5,4.5,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,15.9,9,0,39,80,LVR,CLE,16,6,False,outdoors,grass,49,56,35,-1.0,CLE,48.0,11/1/2020,LVR,16,6
9073,202011010den,NabeGa00,FB,Gabe Nabers,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,LAC,DEN,0,0,0,0,0,0,7.2,7.2,6.7,6.7,6.7,6.7,0,0,0,0,0,0,0,2.0,0,0,3,3,LAC,DEN,30,31,False,outdoors,grass,64,23,10,-3.0,LAC,44.5,11/1/2020,DEN,31,30
9079,202011010den,OkwuAl00,TE,Albert Okwuegbunam,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,9,1,9,0,0,0,0,0,0,DEN,LAC,0,0,0,0,0,0,7.9,7.9,7.4,7.4,7.4,7.4,0,0,0,0,0,0,0,9.0,0,0,16,25,LAC,DEN,30,31,False,outdoors,grass,64,23,10,-3.0,LAC,44.5,11/1/2020,DEN,31,30
9094,202011010det,JohnMa07,WR,Marcus Johnson,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,39,0,21,0,0,0,0,0,0,IND,DET,0,0,0,0,0,0,5.9,5.9,4.9,4.9,4.9,4.9,0,0,0,0,0,0,0,49.2,8,1,48,62,IND,DET,41,21,False,dome,fieldturf,72,45,0,-3.5,IND,49.0,11/1/2020,IND,41,21
9103,202011010det,NautIs00,TE,Isaac Nauta,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,IND,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,6,10,IND,DET,41,21,False,dome,fieldturf,72,45,0,-3.5,IND,49.0,11/1/2020,IND,41,21
9124,202011010gnb,RudoKy00,TE,Kyle Rudolph,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,12,0,12,0,0,0,0,0,0,MIN,GNB,0,0,0,0,0,0,2.2,2.2,1.7,1.7,1.7,1.7,0,0,0,0,0,0,0,1.0,11,0,39,75,MIN,GNB,28,22,False,outdoors,grass,34,50,23,-5.5,GNB,47.0,11/1/2020,MIN,28,22
9126,202011010gnb,LewiMa00,TE,Marcedes Lewis,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,MIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,20,27,MIN,GNB,28,22,False,outdoors,grass,34,50,23,-5.5,GNB,47.0,11/1/2020,MIN,28,22
9151,202011010kan,WescTr00,TE,Trevon Wesco,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,KAN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,9,16,NYJ,KAN,9,35,False,outdoors,astroturf,52,0,11,-20.0,KAN,49.0,11/1/2020,KAN,35,9
9152,202011010kan,KempMa00,WR,Marcus Kemp,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAN,NYJ,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,12,18,NYJ,KAN,9,35,False,outdoors,astroturf,52,0,11,-20.0,KAN,49.0,11/1/2020,KAN,35,9
9164,202011010mia,HigbTy00,TE,Tyler Higbee,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,14,0,13,0,0,0,0,0,0,LAR,MIA,0,0,0,0,0,0,3.4,3.4,2.4,2.4,2.4,2.4,0,0,0,0,0,0,0,9.2,12,0,57,60,LAR,MIA,17,28,False,outdoors,grass,86,73,10,-3.5,LAR,46.5,11/1/2020,MIA,28,17
9174,202011010mia,PerrMa00,RB/W,Malcolm Perry,MIA,0,0,0,0,0,0,0,0,0.0,1,-5,0,-5,1,1,10,0,10,0,0,1,1,0,1,MIA,LAR,0,0,0,0,0,0,1.5,1.5,1.0,1.0,1.0,1.0,0,0,0,0,-5,0,0,2.0,8,0,7,14,LAR,MIA,17,28,False,outdoors,grass,86,73,10,-3.5,LAR,46.5,11/1/2020,MIA,28,17
9191,202011010phi,WilsCe01,WR,Cedrick Wilson Jr.,DAL,0,0,0,0,0,0,0,0,0.0,2,-11,0,-1,2,0,0,0,0,0,0,2,2,0,2,DAL,PHI,0,0,0,0,0,0,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,0,0,0,0,-11,0,0,54.0,0,0,19,24,DAL,PHI,9,23,False,outdoors,grass,49,66,17,-10.5,PHI,43.0,11/1/2020,PHI,23,9
9198,202011010phi,GoedDa00,TE,Dallas Goedert,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,15,0,15,0,0,0,0,0,0,PHI,DAL,0,0,0,0,0,0,2.5,2.5,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,13.0,2,0,54,84,DAL,PHI,9,23,False,outdoors,grass,49,66,17,-10.5,PHI,43.0,11/1/2020,PHI,23,9
9212,202011010rav,SamuJa00,RB,Jaylen Samuels,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,PIT,BAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,7.0,0,1,8,15,PIT,BAL,28,24,False,outdoors,grass,52,97,7,-4.0,BAL,44.0,11/1/2020,PIT,28,24
9220,202011010rav,ProcJa00,WR,James Proche,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BAL,PIT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4.0,0,0,3,4,PIT,BAL,28,24,False,outdoors,grass,52,97,7,-4.0,BAL,44.0,11/1/2020,PIT,28,24
9243,202011010sea,McKiJe00,RB,Jerick McKinnon,SFO,0,0,0,0,0,0,0,0,0.0,3,-1,1,1,4,4,40,0,14,0,0,3,3,0,3,SFO,SEA,0,0,0,0,0,0,13.9,13.9,11.9,11.9,11.9,11.9,0,0,0,0,-2,1,0,16.0,24,0,35,50,SFO,SEA,27,37,False,outdoors,fieldturf,55,58,4,-1.0,SEA,54.5,11/1/2020,SEA,37,27
9246,202011010sea,OlseGr00,TE,Greg Olsen,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,SEA,SFO,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,17.2,0,0,37,54,SFO,SEA,27,37,False,outdoors,fieldturf,55,58,4,-1.0,SEA,54.5,11/1/2020,SEA,37,27
9259,202011020nyg,HudsTa00,TE,Tanner Hudson,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TAM,NYG,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,18.0,0,0,3,4,TAM,NYG,25,23,False,outdoors,fieldturf ,39,46,8,-13.0,TAM,47.0,11/2/2020,TAM,25,23
9270,202011020nyg,SmitKa00,TE,Kaden Smith,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,NYG,TAM,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,0,0,0,-1.0,11,0,42,57,TAM,NYG,25,23,False,outdoors,fieldturf ,39,46,8,-13.0,TAM,47.0,11/2/2020,TAM,25,23
